step,epoch,batch_loss,running_mean,trailing_mean
7171,2,0.049836,0.12233,0.116697
7172,2,0.137418,0.122346,0.11698
7173,2,0.089309,0.122311,0.11655
7174,2,0.179858,0.122372,0.117491
7175,2,0.166353,0.122418,0.118469
7176,2,0.105005,0.1224,0.118424
7177,2,0.087525,0.122363,0.117981
7178,2,0.128609,0.12237,0.117266
7179,2,0.1044,0.122351,0.117437
7180,2,0.116009,0.122344,0.117673
7181,2,0.156701,0.12238,0.118433
7182,2,0.112454,0.12237,0.118386
7183,2,0.211098,0.122462,0.11987
7184,2,0.105071,0.122444,0.120329
7185,2,0.091254,0.122412,0.119892
7186,2,0.072871,0.12236,0.119075
7187,2,0.195329,0.122436,0.119821
7188,2,0.134236,0.122448,0.119826
7189,2,0.118411,0.122444,0.11972
7190,2,0.146417,0.122469,0.120101
7191,2,0.109057,0.122455,0.120641
7192,2,0.147154,0.12248,0.121256
7193,2,0.091828,0.122449,0.121235
7194,2,0.131273,0.122458,0.121102
7195,2,0.136561,0.122472,0.121332
7196,2,0.058128,0.122406,0.120306
7197,2,0.087062,0.12237,0.120078
7198,2,0.183961,0.122433,0.120582
7199,2,0.088714,0.122399,0.120286
7200,2,0.119119,0.122395,0.120385
7201,2,0.052299,0.122324,0.119681
7202,2,0.072445,0.122273,0.119722
7203,2,0.14231,0.122293,0.119841
7204,2,0.11145,0.122282,0.119959
7205,2,0.115099,0.122275,0.119941
7206,2,0.101233,0.122253,0.119624
7207,2,0.039752,0.12217,0.118492
7208,2,0.204137,0.122253,0.119348
7209,2,0.077686,0.122208,0.118968
7210,2,0.094008,0.122179,0.118695
7211,2,0.087411,0.122144,0.118331
7212,2,0.143088,0.122165,0.11829
7213,2,0.099678,0.122142,0.118605
7214,2,0.121162,0.122141,0.119023
7215,2,0.119165,0.122138,0.119091
7216,2,0.118491,0.122135,0.118752
7217,2,0.074591,0.122087,0.118142
7218,2,0.093989,0.122058,0.117667
7219,2,0.126387,0.122063,0.117346
7220,2,0.117654,0.122058,0.117259
7221,2,0.188711,0.122125,0.11805
7222,2,0.2285,0.122232,0.119384
7223,2,0.081354,0.122191,0.119296
7224,2,0.058,0.122127,0.119209
7225,2,0.080259,0.122085,0.118501
7226,2,0.116388,0.122079,0.118719
7227,2,0.098966,0.122056,0.118285
7228,2,0.072932,0.122007,0.117956
7229,2,0.249839,0.122134,0.119729
7230,2,0.091891,0.122104,0.118904
7231,2,0.153383,0.122135,0.119331
7232,2,0.104735,0.122118,0.119586
7233,2,0.043512,0.12204,0.117556
7234,2,0.127948,0.122046,0.117364
7235,2,0.157125,0.122081,0.117795
7236,2,0.132067,0.122091,0.118146
7237,2,0.232108,0.122199,0.119093
7238,2,0.215356,0.122291,0.119711
7239,2,0.088226,0.122257,0.119568
7240,2,0.131241,0.122266,0.120227
7241,2,0.13669,0.12228,0.119836
7242,2,0.214125,0.122371,0.120861
7243,2,0.150166,0.122398,0.121434
7244,2,0.095555,0.122372,0.121497
7245,2,0.133543,0.122382,0.121676
7246,2,0.127387,0.122387,0.121251
7247,2,0.122193,0.122387,0.121366
7248,2,0.117074,0.122382,0.121546
7249,2,0.164026,0.122423,0.121829
7250,2,0.149786,0.122449,0.122486
7251,2,0.085855,0.122414,0.122355
7252,2,0.136799,0.122428,0.121618
7253,2,0.102592,0.122408,0.121808
7254,2,0.079842,0.122367,0.121573
7255,2,0.098018,0.122343,0.121541
7256,2,0.067634,0.12229,0.120425
7257,2,0.13603,0.122304,0.12102
7258,2,0.090906,0.122273,0.120773
7259,2,0.072497,0.122225,0.120228
7260,2,0.143904,0.122246,0.119767
7261,2,0.155444,0.122278,0.120852
7262,2,0.149426,0.122304,0.121551
7263,2,0.074785,0.122259,0.120776
7264,2,0.176268,0.122311,0.121686
7265,2,0.070398,0.122261,0.121224
7266,2,0.155604,0.122293,0.121727
7267,2,0.082125,0.122254,0.121036
7268,2,0.085485,0.122219,0.120769
7269,2,0.174041,0.122269,0.121114
7270,2,0.164102,0.122309,0.121379
7271,2,0.12753,0.122314,0.122156
7272,2,0.11566,0.122307,0.121938
7273,2,0.055371,0.122243,0.121599
7274,2,0.079951,0.122203,0.1206
7275,2,0.149994,0.12223,0.120436
7276,2,0.110472,0.122218,0.120491
7277,2,0.071023,0.12217,0.120326
7278,2,0.161931,0.122208,0.120659
7279,2,0.123184,0.122209,0.120847
7280,2,0.191396,0.122274,0.121601
7281,2,0.161774,0.122311,0.121652
7282,2,0.133427,0.122322,0.121861
7283,2,0.104565,0.122305,0.120796
7284,2,0.07241,0.122258,0.120469
7285,2,0.125356,0.122261,0.12081
7286,2,0.191687,0.122326,0.121999
7287,2,0.135037,0.122338,0.121396
7288,2,0.107613,0.122324,0.121129
7289,2,0.140735,0.122342,0.121353
7290,2,0.223832,0.122437,0.122127
7291,2,0.172062,0.122483,0.122757
7292,2,0.194456,0.122551,0.12323
7293,2,0.089776,0.12252,0.123209
7294,2,0.086132,0.122486,0.122758
7295,2,0.111672,0.122476,0.122509
7296,2,0.144176,0.122496,0.12337
7297,2,0.049412,0.122428,0.122993
7298,2,0.137099,0.122442,0.122524
7299,2,0.07267,0.122395,0.122364
7300,2,0.131244,0.122404,0.122485
7301,2,0.147012,0.122426,0.123432
7302,2,0.06809,0.122376,0.123389
7303,2,0.0962,0.122352,0.122928
7304,2,0.096391,0.122328,0.122777
7305,2,0.145393,0.122349,0.12308
7306,2,0.094509,0.122323,0.123013
7307,2,0.080479,0.122285,0.12342
7308,2,0.095717,0.12226,0.122336
7309,2,0.074731,0.122217,0.122306
7310,2,0.183826,0.122273,0.123204
7311,2,0.11662,0.122268,0.123497
7312,2,0.086943,0.122236,0.122935
7313,2,0.148189,0.122259,0.12342
7314,2,0.099327,0.122238,0.123202
7315,2,0.177981,0.12229,0.12379
7316,2,0.317638,0.122468,0.125782
7317,2,0.135628,0.12248,0.126392
7318,2,0.093019,0.122453,0.126382
7319,2,0.107227,0.122439,0.126191
7320,2,0.096807,0.122416,0.125982
7321,2,0.122784,0.122416,0.125323
7322,2,0.098351,0.122395,0.124021
7323,2,0.135401,0.122406,0.124562
7324,2,0.148443,0.12243,0.125466
7325,2,0.079132,0.122391,0.125455
7326,2,0.179409,0.122442,0.126085
7327,2,0.083373,0.122407,0.125929
7328,2,0.089619,0.122377,0.126096
7329,2,0.176974,0.122427,0.125367
7330,2,0.099404,0.122406,0.125443
7331,2,0.085294,0.122372,0.124762
7332,2,0.179709,0.122424,0.125511
7333,2,0.22342,0.122515,0.127311
7334,2,0.120224,0.122513,0.127233
7335,2,0.068794,0.122465,0.12635
7336,2,0.089479,0.122435,0.125924
7337,2,0.065843,0.122384,0.124261
7338,2,0.144807,0.122404,0.123556
7339,2,0.110583,0.122394,0.12378
7340,2,0.048315,0.122327,0.12295
7341,2,0.246926,0.122439,0.124053
7342,2,0.106501,0.122425,0.122976
7343,2,0.057693,0.122367,0.122052
7344,2,0.159744,0.1224,0.122694
7345,2,0.127581,0.122405,0.122634
7346,2,0.100394,0.122385,0.122364
7347,2,0.119028,0.122382,0.122332
7348,2,0.121337,0.122381,0.122375
7349,2,0.220689,0.122469,0.122942
7350,2,0.099993,0.122449,0.122444
7351,2,0.119733,0.122446,0.122782
7352,2,0.082474,0.122411,0.122239
7353,2,0.117225,0.122406,0.122386
7354,2,0.09921,0.122386,0.122579
7355,2,0.071774,0.122341,0.122317
7356,2,0.085154,0.122308,0.122492
7357,2,0.128624,0.122314,0.122418
7358,2,0.225282,0.122405,0.123762
7359,2,0.126305,0.122408,0.1243
7360,2,0.109248,0.122396,0.123953
7361,2,0.08262,0.122361,0.123225
7362,2,0.111229,0.122352,0.122843
7363,2,0.12721,0.122356,0.123367
7364,2,0.16317,0.122392,0.123236
7365,2,0.094127,0.122367,0.123474
7366,2,0.099948,0.122347,0.122917
7367,2,0.071779,0.122303,0.122814
7368,2,0.077601,0.122264,0.122735
7369,2,0.11982,0.122262,0.122193
7370,2,0.107029,0.122249,0.121622
7371,2,0.093212,0.122223,0.121279
7372,2,0.109715,0.122213,0.121219
7373,2,0.14293,0.122231,0.122095
7374,2,0.138716,0.122245,0.122682
7375,2,0.14269,0.122263,0.122609
7376,2,0.087003,0.122232,0.122375
7377,2,0.084054,0.122199,0.122505
7378,2,0.051235,0.122138,0.121398
7379,2,0.066203,0.122089,0.120828
7380,2,0.053502,0.12203,0.119449
7381,2,0.08911,0.122001,0.118723
7382,2,0.08761,0.121972,0.118264
7383,2,0.086758,0.121941,0.118086
7384,2,0.158696,0.121973,0.118949
7385,2,0.105721,0.121959,0.118753
7386,2,0.123805,0.121961,0.118074
7387,2,0.200662,0.122028,0.11873
7388,2,0.199113,0.122094,0.119645
7389,2,0.160265,0.122127,0.119841
7390,2,0.244504,0.122232,0.120047
7391,2,0.075878,0.122192,0.119086
7392,2,0.102025,0.122175,0.118161
7393,2,0.09743,0.122154,0.118238
7394,2,0.093234,0.122129,0.118309
7395,2,0.142225,0.122146,0.118614
7396,2,0.131241,0.122154,0.118485
7397,2,0.084903,0.122122,0.11884
7398,2,0.086202,0.122092,0.118331
7399,2,0.102244,0.122075,0.118627
7400,2,0.054572,0.122018,0.11786
7401,2,0.134469,0.122028,0.117734
7402,2,0.13318,0.122038,0.118385
7403,2,0.206486,0.122109,0.119488
7404,2,0.100839,0.122091,0.119533
7405,2,0.111523,0.122082,0.119194
7406,2,0.130773,0.12209,0.119557
7407,2,0.105326,0.122075,0.119805
7408,2,0.197969,0.122139,0.120828
7409,2,0.187393,0.122195,0.121954
7410,2,0.074195,0.122154,0.120858
7411,2,0.186391,0.122208,0.121556
7412,2,0.050342,0.122148,0.12119
7413,2,0.138316,0.122161,0.121091
7414,2,0.158077,0.122191,0.121678
7415,2,0.084682,0.12216,0.120745
7416,2,0.162084,0.122193,0.11919
7417,2,0.120593,0.122192,0.11904
7418,2,0.083439,0.12216,0.118944
7419,2,0.069559,0.122116,0.118567
7420,2,0.112862,0.122108,0.118728
7421,2,0.15715,0.122137,0.119071
7422,2,0.136615,0.122149,0.119454
7423,2,0.092024,0.122124,0.11902
7424,2,0.116437,0.122119,0.1187
7425,2,0.100177,0.122101,0.118911
7426,2,0.103689,0.122086,0.118153
7427,2,0.190221,0.122142,0.119222
7428,2,0.085611,0.122112,0.119182
7429,2,0.094572,0.122089,0.118358
7430,2,0.059276,0.122037,0.117956
7431,2,0.111252,0.122028,0.118216
7432,2,0.191183,0.122086,0.118331
7433,2,0.12125,0.122085,0.117309
7434,2,0.090552,0.122059,0.117012
7435,2,0.129539,0.122065,0.11762
7436,2,0.143246,0.122082,0.118157
7437,2,0.113984,0.122076,0.118639
7438,2,0.10575,0.122062,0.118248
7439,2,0.106527,0.12205,0.118208
7440,2,0.139237,0.122064,0.119117
7441,2,0.198217,0.122126,0.11863
7442,2,0.080959,0.122092,0.118374
7443,2,0.167165,0.122129,0.119469
7444,2,0.03695,0.12206,0.118241
7445,2,0.097381,0.122039,0.117939
7446,2,0.075988,0.122002,0.117695
7447,2,0.113686,0.121995,0.117642
7448,2,0.14092,0.12201,0.117838
7449,2,0.09246,0.121986,0.116555
7450,2,0.158642,0.122016,0.117142
7451,2,0.19393,0.122075,0.117884
7452,2,0.089184,0.122048,0.117951
7453,2,0.081423,0.122015,0.117593
7454,2,0.131953,0.122023,0.11792
7455,2,0.060031,0.121973,0.117803
7456,2,0.124005,0.121974,0.118191
7457,2,0.123202,0.121975,0.118137
7458,2,0.09945,0.121957,0.116879
7459,2,0.138427,0.12197,0.117
7460,2,0.086923,0.121942,0.116777
7461,2,0.075793,0.121905,0.116709
7462,2,0.084802,0.121875,0.116444
7463,2,0.116655,0.121871,0.116339
7464,2,0.110117,0.121861,0.115808
7465,2,0.083564,0.12183,0.115703
7466,2,0.101264,0.121814,0.115716
7467,2,0.060408,0.121764,0.115602
7468,2,0.236464,0.121857,0.117191
7469,2,0.053247,0.121802,0.116525
7470,2,0.139181,0.121815,0.116846
7471,2,0.102128,0.1218,0.116936
7472,2,0.128398,0.121805,0.117122
7473,2,0.096158,0.121784,0.116655
7474,2,0.090577,0.12176,0.116173
7475,2,0.157958,0.121788,0.116326
7476,2,0.200944,0.121852,0.117465
7477,2,0.162017,0.121884,0.118245
7478,2,0.114419,0.121878,0.118877
7479,2,0.109531,0.121868,0.11931
7480,2,0.171384,0.121907,0.120489
7481,2,0.165987,0.121942,0.121258
7482,2,0.189974,0.121996,0.122281
7483,2,0.143143,0.122013,0.122845
7484,2,0.106335,0.122001,0.122322
7485,2,0.08775,0.121974,0.122142
7486,2,0.172464,0.122014,0.122628
7487,2,0.101016,0.121997,0.121632
7488,2,0.06903,0.121955,0.120331
7489,2,0.122307,0.121955,0.119952
7490,2,0.1463,0.121975,0.11897
7491,2,0.115756,0.12197,0.119368
7492,2,0.087586,0.121943,0.119224
7493,2,0.162772,0.121975,0.119877
7494,2,0.104091,0.121961,0.119986
7495,2,0.197961,0.12202,0.120543
7496,2,0.132367,0.122028,0.120555
7497,2,0.149273,0.12205,0.121198
7498,2,0.091413,0.122026,0.12125
7499,2,0.116913,0.122022,0.121397
7500,2,0.124803,0.122024,0.122099
7501,2,0.143651,0.122041,0.122191
7502,2,0.184603,0.12209,0.122705
7503,2,0.096989,0.12207,0.12161
7504,2,0.076181,0.122034,0.121364
7505,2,0.201436,0.122096,0.122263
7506,2,0.167736,0.122132,0.122633
7507,2,0.089774,0.122107,0.122477
7508,2,0.081525,0.122075,0.121313
7509,2,0.116116,0.122071,0.1206
7510,2,0.247498,0.122168,0.122333
7511,2,0.128632,0.122173,0.121755
7512,2,0.149071,0.122194,0.122743
7513,2,0.069281,0.122153,0.122052
7514,2,0.132264,0.122161,0.121794
7515,2,0.140984,0.122175,0.122357
7516,2,0.064554,0.122131,0.121382
7517,2,0.192798,0.122185,0.122104
7518,2,0.10452,0.122172,0.122315
7519,2,0.130148,0.122178,0.122921
7520,2,0.155575,0.122204,0.123348
7521,2,0.102105,0.122188,0.122797
7522,2,0.096955,0.122169,0.122401
7523,2,0.143911,0.122185,0.12292
7524,2,0.054901,0.122134,0.122304
7525,2,0.126896,0.122137,0.122571
7526,2,0.146668,0.122156,0.123001
7527,2,0.098083,0.122138,0.12208
7528,2,0.09377,0.122116,0.122161
7529,2,0.178631,0.122159,0.123002
7530,2,0.117072,0.122155,0.12358
7531,2,0.116879,0.122151,0.123636
7532,2,0.115341,0.122146,0.122878
7533,2,0.171069,0.122183,0.123376
7534,2,0.118439,0.122181,0.123655
7535,2,0.076575,0.122146,0.123125
7536,2,0.098638,0.122128,0.122679
7537,2,0.178445,0.122171,0.123324
7538,2,0.063634,0.122126,0.122903
7539,2,0.164996,0.122159,0.123487
7540,2,0.162123,0.122189,0.123716
7541,2,0.033759,0.122122,0.122072
7542,2,0.114568,0.122116,0.122408
7543,2,0.113426,0.12211,0.12187
7544,2,0.161958,0.12214,0.12312
7545,2,0.070079,0.122101,0.122847
7546,2,0.097576,0.122082,0.123063
7547,2,0.136531,0.122093,0.123292
7548,2,0.152158,0.122116,0.123404
7549,2,0.190474,0.122167,0.124384
7550,2,0.123176,0.122168,0.12403
7551,2,0.090597,0.122144,0.122996
7552,2,0.100324,0.122128,0.123108
7553,2,0.104248,0.122114,0.123336
7554,2,0.110939,0.122106,0.123126
7555,2,0.121688,0.122106,0.123742
7556,2,0.07745,0.122072,0.123277
7557,2,0.114252,0.122066,0.123187
7558,2,0.157086,0.122092,0.123764
7559,2,0.095802,0.122073,0.123337
7560,2,0.095673,0.122053,0.123425
7561,2,0.104288,0.12204,0.12371
7562,2,0.146661,0.122058,0.124328
7563,2,0.078901,0.122026,0.123951
7564,2,0.114362,0.12202,0.123993
7565,2,0.106237,0.122008,0.12422
7566,2,0.097226,0.12199,0.12418
7567,2,0.136231,0.122001,0.124938
7568,2,0.206711,0.122064,0.12464
7569,2,0.147861,0.122083,0.125587
7570,2,0.092532,0.122061,0.12512
7571,2,0.063159,0.122017,0.12473
7572,2,0.162003,0.122047,0.125066
7573,2,0.168814,0.122081,0.125793
7574,2,0.196173,0.122136,0.126849
7575,2,0.120871,0.122135,0.126478
7576,2,0.188898,0.122185,0.126358
7577,2,0.169371,0.122219,0.126431
7578,2,0.209315,0.122284,0.12738
7579,2,0.12216,0.122284,0.127506
7580,2,0.124137,0.122285,0.127034
7581,2,0.169678,0.12232,0.127071
7582,2,0.257278,0.122419,0.127744
7583,2,0.103128,0.122405,0.127344
7584,2,0.111394,0.122397,0.127394
7585,2,0.162565,0.122426,0.128142
7586,2,0.117576,0.122423,0.127594
7587,2,0.197061,0.122478,0.128554
7588,2,0.090363,0.122454,0.128767
7589,2,0.089418,0.12243,0.128438
7590,2,0.13388,0.122438,0.128314
7591,2,0.162696,0.122468,0.128784
7592,2,0.194715,0.12252,0.129855
7593,2,0.052199,0.122469,0.128749
7594,2,0.1316,0.122476,0.129024
7595,2,0.128832,0.12248,0.128333
7596,2,0.115349,0.122475,0.128163
7597,2,0.137645,0.122486,0.128047
7598,2,0.126347,0.122489,0.128396
7599,2,0.11286,0.122482,0.128355
7600,2,0.146814,0.1225,0.128575
7601,2,0.106845,0.122488,0.128207
7602,2,0.13166,0.122495,0.127678
7603,2,0.094457,0.122475,0.127653
7604,2,0.131004,0.122481,0.128201
7605,2,0.113922,0.122475,0.127326
7606,2,0.105827,0.122463,0.126707
7607,2,0.140428,0.122476,0.127213
7608,2,0.179455,0.122517,0.128192
7609,2,0.108627,0.122507,0.128118
7610,2,0.121381,0.122506,0.126856
7611,2,0.075785,0.122472,0.126328
7612,2,0.217369,0.122541,0.127011
7613,2,0.142789,0.122555,0.127746
7614,2,0.141737,0.122569,0.127841
7615,2,0.074334,0.122534,0.127174
7616,2,0.120721,0.122533,0.127736
7617,2,0.094947,0.122513,0.126757
7618,2,0.131105,0.122519,0.127023
7619,2,0.106554,0.122508,0.126787
7620,2,0.103263,0.122494,0.126264
7621,2,0.119193,0.122492,0.126435
7622,2,0.075237,0.122458,0.126218
7623,2,0.129424,0.122463,0.126073
7624,2,0.163855,0.122493,0.127163
7625,2,0.120864,0.122491,0.127102
7626,2,0.155521,0.122515,0.127191
7627,2,0.17888,0.122555,0.127999
7628,2,0.181031,0.122597,0.128871
7629,2,0.149154,0.122616,0.128577
7630,2,0.102197,0.122601,0.128428
7631,2,0.134508,0.12261,0.128604
7632,2,0.116305,0.122605,0.128614
7633,2,0.146129,0.122622,0.128364
7634,2,0.104958,0.122609,0.12823
7635,2,0.123902,0.12261,0.128703
7636,2,0.211461,0.122673,0.129831
7637,2,0.177237,0.122712,0.129819
7638,2,0.202357,0.122768,0.131206
7639,2,0.135336,0.122777,0.13091
7640,2,0.123278,0.122777,0.130521
7641,2,0.10148,0.122762,0.131198
7642,2,0.15329,0.122784,0.131586
7643,2,0.151286,0.122804,0.131964
7644,2,0.127028,0.122807,0.131615
7645,2,0.131703,0.122813,0.132231
7646,2,0.137911,0.122824,0.132634
7647,2,0.206977,0.122883,0.133339
7648,2,0.120329,0.122881,0.133021
7649,2,0.090863,0.122858,0.132024
7650,2,0.082122,0.12283,0.131614
7651,2,0.082776,0.122802,0.131536
7652,2,0.164571,0.122831,0.132178
7653,2,0.115878,0.122826,0.132295
7654,2,0.125684,0.122828,0.132442
7655,2,0.078967,0.122798,0.132015
7656,2,0.135285,0.122806,0.132593
7657,2,0.094647,0.122787,0.132397
7658,2,0.219744,0.122854,0.133024
7659,2,0.117775,0.122851,0.133243
7660,2,0.118399,0.122848,0.133471
7661,2,0.109347,0.122838,0.133521
7662,2,0.078577,0.122807,0.13284
7663,2,0.109621,0.122798,0.133148
7664,2,0.205391,0.122856,0.134058
7665,2,0.107694,0.122845,0.134072
7666,2,0.106601,0.122834,0.134166
7667,2,0.140418,0.122846,0.134208
7668,2,0.133761,0.122854,0.133479
7669,2,0.149932,0.122872,0.133499
7670,2,0.077352,0.122841,0.133347
7671,2,0.145111,0.122856,0.134167
7672,2,0.114464,0.12285,0.133692
7673,2,0.103541,0.122837,0.133039
7674,2,0.091164,0.122815,0.131989
7675,2,0.083206,0.122788,0.131612
7676,2,0.111055,0.12278,0.130834
7677,2,0.161793,0.122807,0.130758
7678,2,0.055828,0.122761,0.129223
7679,2,0.092579,0.12274,0.128927
7680,2,0.102518,0.122726,0.128711
7681,2,0.124288,0.122727,0.128257
7682,2,0.122014,0.122727,0.126904
7683,2,0.09285,0.122706,0.126802
7684,2,0.05955,0.122663,0.126283
7685,2,0.093729,0.122643,0.125595
7686,2,0.047651,0.122592,0.124896
7687,2,0.092038,0.122571,0.123845
7688,2,0.059331,0.122528,0.123535
7689,2,0.067633,0.12249,0.123317
7690,2,0.140595,0.122503,0.123384
7691,2,0.104671,0.122491,0.122804
7692,2,0.138121,0.122501,0.122238
7693,2,0.094049,0.122482,0.122657
7694,2,0.173893,0.122517,0.12308
7695,2,0.114947,0.122512,0.122941
7696,2,0.123489,0.122512,0.123022
7697,2,0.081644,0.122485,0.122462
7698,2,0.190307,0.122531,0.123102
7699,2,0.043056,0.122477,0.122404
7700,2,0.183651,0.122518,0.122772
7701,2,0.107767,0.122508,0.122781
7702,2,0.0823,0.122481,0.122288
7703,2,0.074068,0.122448,0.122084
7704,2,0.127837,0.122452,0.122052
7705,2,0.11605,0.122448,0.122073
7706,2,0.234013,0.122523,0.123355
7707,2,0.161386,0.122549,0.123565
7708,2,0.124096,0.12255,0.123011
7709,2,0.109082,0.122541,0.123016
7710,2,0.141812,0.122554,0.12322
7711,2,0.132451,0.122561,0.123787
7712,2,0.152546,0.122581,0.123139
7713,2,0.112273,0.122574,0.122833
7714,2,0.170257,0.122606,0.123119
7715,2,0.084988,0.122581,0.123225
7716,2,0.10088,0.122566,0.123027
7717,2,0.158382,0.12259,0.123661
7718,2,0.109872,0.122582,0.123449
7719,2,0.16678,0.122611,0.124051
7720,2,0.104822,0.122599,0.124067
7721,2,0.106238,0.122588,0.123937
7722,2,0.096623,0.122571,0.124151
7723,2,0.046752,0.12252,0.123324
7724,2,0.111559,0.122513,0.122801
7725,2,0.145863,0.122529,0.123051
7726,2,0.097194,0.122512,0.122468
7727,2,0.133415,0.122519,0.122013
7728,2,0.122164,0.122519,0.121425
7729,2,0.130565,0.122524,0.121239
7730,2,0.073793,0.122492,0.120955
7731,2,0.11564,0.122487,0.120766
7732,2,0.046345,0.122437,0.120066
7733,2,0.194795,0.122485,0.120553
7734,2,0.0551,0.12244,0.120055
7735,2,0.173872,0.122474,0.120554
7736,2,0.11719,0.122471,0.119612
7737,2,0.095374,0.122453,0.118793
7738,2,0.067814,0.122417,0.117447
7739,2,0.103033,0.122404,0.117124
7740,2,0.09846,0.122388,0.116876
7741,2,0.107714,0.122379,0.116939
7742,2,0.184702,0.12242,0.117253
7743,2,0.0746,0.122388,0.116486
7744,2,0.07741,0.122359,0.11599
7745,2,0.112382,0.122352,0.115796
7746,2,0.116518,0.122348,0.115583
7747,2,0.071046,0.122314,0.114223
7748,2,0.099987,0.1223,0.11402
7749,2,0.134755,0.122308,0.114459
7750,2,0.080721,0.122281,0.114445
7751,2,0.05993,0.12224,0.114216
7752,2,0.18808,0.122283,0.114451
7753,2,0.154465,0.122304,0.114837
7754,2,0.055094,0.12226,0.114131
7755,2,0.100001,0.122246,0.114342
7756,2,0.144002,0.12226,0.114429
7757,2,0.098418,0.122244,0.114467
7758,2,0.138734,0.122255,0.113656
7759,2,0.115411,0.122251,0.113633
7760,2,0.183448,0.12229,0.114283
7761,2,0.124825,0.122292,0.114438
7762,2,0.100821,0.122278,0.11466
7763,2,0.161812,0.122304,0.115182
7764,2,0.08619,0.12228,0.11399
7765,2,0.106437,0.12227,0.113978
7766,2,0.087781,0.122248,0.11379
7767,2,0.121686,0.122247,0.113602
7768,2,0.182658,0.122286,0.114091
7769,2,0.13598,0.122295,0.113952
7770,2,0.123875,0.122296,0.114417
7771,2,0.076152,0.122266,0.113727
7772,2,0.065446,0.12223,0.113237
7773,2,0.161653,0.122255,0.113818
7774,2,0.123802,0.122256,0.114145
7775,2,0.130835,0.122262,0.114621
7776,2,0.118702,0.122259,0.114697
7777,2,0.093612,0.122241,0.114016
7778,2,0.11743,0.122238,0.114632
7779,2,0.131642,0.122244,0.115022
7780,2,0.120419,0.122243,0.115201
7781,2,0.074357,0.122212,0.114702
7782,2,0.06507,0.122175,0.114133
7783,2,0.108181,0.122166,0.114286
7784,2,0.144522,0.122181,0.115136
7785,2,0.208492,0.122236,0.116283
7786,2,0.052094,0.122191,0.116328
7787,2,0.102504,0.122179,0.116432
7788,2,0.167771,0.122208,0.117517
7789,2,0.160861,0.122232,0.118449
7790,2,0.183278,0.122271,0.118876
7791,2,0.108666,0.122263,0.118916
7792,2,0.138493,0.122273,0.118919
7793,2,0.142187,0.122286,0.119401
7794,2,0.12817,0.122289,0.118944
7795,2,0.141446,0.122302,0.119209
7796,2,0.078608,0.122274,0.11876
7797,2,0.105307,0.122263,0.118996
7798,2,0.162397,0.122289,0.118717
7799,2,0.177912,0.122324,0.120066
7800,2,0.128516,0.122328,0.119515
7801,2,0.104034,0.122316,0.119477
7802,2,0.153633,0.122336,0.120191
7803,2,0.139212,0.122347,0.120842
7804,2,0.142848,0.12236,0.120992
7805,2,0.154195,0.12238,0.121374
7806,2,0.139045,0.12239,0.120424
7807,2,0.174762,0.122423,0.120558
7808,2,0.112708,0.122417,0.120444
7809,2,0.161928,0.122442,0.120972
7810,2,0.115736,0.122438,0.120711
7811,2,0.106931,0.122428,0.120456
7812,2,0.261806,0.122516,0.121549
7813,2,0.134455,0.122523,0.121771
7814,2,0.101851,0.12251,0.121087
7815,2,0.153086,0.12253,0.121768
7816,2,0.13501,0.122537,0.122109
7817,2,0.109159,0.122529,0.121617
7818,2,0.150113,0.122546,0.122019
7819,2,0.127091,0.122549,0.121622
7820,2,0.108125,0.12254,0.121655
7821,2,0.06525,0.122504,0.121245
7822,2,0.175553,0.122537,0.122035
7823,2,0.166398,0.122565,0.123231
7824,2,0.145079,0.122579,0.123566
7825,2,0.10193,0.122566,0.123127
7826,2,0.171867,0.122597,0.123874
7827,2,0.098539,0.122582,0.123525
7828,2,0.042658,0.122532,0.12273
7829,2,0.138153,0.122542,0.122806
7830,2,0.123266,0.122542,0.123301
7831,2,0.114688,0.122537,0.123291
7832,2,0.234808,0.122607,0.125176
7833,2,0.09929,0.122593,0.124221
7834,2,0.156638,0.122614,0.125236
7835,2,0.165036,0.12264,0.125148
7836,2,0.240483,0.122713,0.126381
7837,2,0.112925,0.122707,0.126556
7838,2,0.140132,0.122718,0.127279
7839,2,0.101535,0.122705,0.127264
7840,2,0.136297,0.122713,0.127643
7841,2,0.07864,0.122686,0.127352
7842,2,0.104319,0.122675,0.126548
7843,2,0.083944,0.122651,0.126641
7844,2,0.173744,0.122682,0.127605
7845,2,0.133299,0.122689,0.127814
7846,2,0.122454,0.122689,0.127873
7847,2,0.097502,0.122673,0.128138
7848,2,0.143662,0.122686,0.128575
7849,2,0.11162,0.122679,0.128343
7850,2,0.174943,0.122711,0.129286
7851,2,0.151394,0.122729,0.1302
7852,2,0.161742,0.122753,0.129937
7853,2,0.049039,0.122708,0.128883
7854,2,0.113412,0.122702,0.129466
7855,2,0.086613,0.12268,0.129332
7856,2,0.05972,0.122641,0.128489
7857,2,0.073425,0.122611,0.128239
7858,2,0.063611,0.122575,0.127488
7859,2,0.125196,0.122577,0.127586
7860,2,0.067998,0.122543,0.126431
7861,2,0.118504,0.122541,0.126368
7862,2,0.104643,0.12253,0.126406
7863,2,0.094718,0.122513,0.125735
7864,2,0.094858,0.122496,0.125822
7865,2,0.046189,0.12245,0.125219
7866,2,0.070626,0.122418,0.125048
7867,2,0.093631,0.122401,0.124767
7868,2,0.136535,0.122409,0.124306
